xz 5.6.2-1
yajl 2.1.0-6
yarn 1.22.22-2
yay 12.3.5-1
yay-debug 12.3.5-1
yazi 0.3.3-1
yyjson 0.10.0-1
zathura 0.5.8-1
zenity 4.0.2-1
zeromq 4.3.5-2
zimg 3.0.5-1
zix 0.4.2-2
zlib 1:1.3.1-2
zoxide 0.9.4-2
zram-generator 1.1.2-1
zsh 5.9-5
zstd 1.5.6-1
zxing-cpp 2.2.1-1
zziplib 0.13.78-1
